1	5753709896	5753709896	0	0	0	0
2	5765257580	80725521	5502270229	0	182261830	0
3	5776724843	113812018	5378545001	0	284367824	0
4	5776724843	62002389	5503321863	0	211400591	0
5	5799739691	167602477	5310259800	0	321877414	0
6	5799739691	67997196	5519588491	0	212154004	0
7	5799739691	60964238	5525527724	0	213247729	0
8	5799739691	53924185	5531296555	0	214518951	0
9	5799739691	51398758	5532329206	0	216011727	0
10	5799739691	51276022	5533548555	0	214915114	0
11	5799770906	22768179	5600240077	0	176762650	0
12	5799796909	23466228	5601841834	0	174488847	0
13	5799829293	23057699	5602117568	0	174654026	0
14	5799858617	23194073	5602000805	0	174663739	0
15	5799887248	23747645	5601256005	0	174883598	0
16	5799891145	49873541	5533463938	0	216553666	0
17	5799894061	46653635	5537805291	0	215435135	0
18	5799896763	45830556	5538393384	0	215672823	0
19	5799917705	34690232	5571395014	0	193832459	0
20	5799940046	34493771	5571674912	0	193771363	0
21	5799958793	33033455	5574100729	0	192824609	0
22	5799974747	32528305	5573283677	0	194162765	0
23	5799988321	38429034	5558062103	0	203497184	0
24	5800001843	37843086	5558403506	0	203755251	0
25	5800012206	38167964	5557185709	0	204658533	0
26	5800026001	37086218	5560423633	0	202516150	0
27	5800040864	39400488	5558476479	0	202163897	0
28	5800064258	31282446	5580679667	0	188102145	0
29	5800086932	32224512	5580581454	0	187280966	0
30	5800108250	31576418	5579835726	0	188696106	0
31	5800127931	31803331	5578370115	0	189954485	0
32	5800148109	31145415	5581426520	0	187576174	0
33	5800174615	30253066	5585743983	0	184177566	0
34	5800199865	30284476	5587074413	0	182840976	0
35	5800225494	30028686	5586919900	0	183276908	0
36	5800247695	31387347	5587728156	0	181132192	0
37	5800268273	30288495	5587574258	0	182405520	0
38	5800272594	47901485	5535322384	0	217048725	0
39	5800274515	47376065	5538887336	0	214011114	0
40	5800277429	45957412	5540827031	0	213492986	0
41	5800308316	26844051	5602659379	0	170804886	0
42	5800336299	27255909	5603268464	0	169811926	0
43	5800362163	27164987	5603973787	0	169223389	0
44	5800386912	26245691	5604937034	0	169204187	0
45	5800443511	53255596	5429166741	0	318021174	0
46	5800443511	52818659	5527893745	0	219731107	0
47	5800443511	49650913	5534652143	0	216140455	0
48	5800443511	48547469	5535578028	0	216318014	0
49	5800443511	48638898	5534819522	0	216985091	0
50	5800443511	47552462	5537369943	0	215521106	0
51	5800471500	68576206	5358240913	0	373654381	0
52	5800500014	27157861	5605876119	0	167466034	0
53	5800524576	27692102	5604047141	0	168785333	0
54	5800550986	27451451	5603284368	0	169815167	0
55	5800577146	28251159	5605326201	0	166999786	0
56	5800603374	28793841	5605198988	0	166610545	0
57	5800630551	28087556	5606372341	0	166170654	0
58	5800655123	27823599	5605531015	0	167300509	0
59	5800681248	27830717	5603191886	0	169658645	0
60	5800708032	28176800	5606560704	0	165970528	0
61	5800730536	28852650	5605483546	0	166394340	0
62	5800756932	29828710	5603983110	0	166945112	0
63	5800781506	28717436	5606413360	0	165650710	0
64	5800808001	28771777	5605674314	0	166361910	0
65	5800820622	15346717	5698976022	0	86497883	0
66	5800832916	14909713	5699982660	0	85940543	0
67	5800844732	14904205	5699381004	0	86559523	0
68	5800857620	14760312	5698340246	0	87757062	0
69	5800875284	21067489	5652938917	0	126868878	0
70	5800889844	33346550	5616676411	0	150866883	0
71	5800901686	32122590	5620259612	0	148519484	0
72	5800911978	30394105	5622095295	0	148422578	0
73	5800922708	30700409	5622650632	0	147571667	0
74	5800936332	35513519	5600294378	0	165128435	0
75	5800956029	38342521	5583601685	0	179011823	0
76	5800969523	35934688	5588158129	0	176876706	0
77	5800984631	37459393	5580048888	0	183476350	0
78	5800994359	21010285	5680253652	0	99730422	0
79	5801004032	20312598	5680237698	0	100453736	0
80	5801012033	20419206	5680781210	0	99811617	0
81	5801020223	20132268	5682110816	0	98777139	0
82	5801030163	20271031	5681236705	0	99522427	0
83	5801037105	19480219	5682093854	0	99463032	0
84	5801045825	22778622	5667378271	0	110888932	0
85	5801064015	31765080	5614690142	0	154608793	0
86	5801075049	29739552	5623726520	0	147608977	0
87	5801085646	29178761	5624706648	0	147200237	0
88	5801099885	28865677	5623881879	0	148352329	0
89	5801111097	29226158	5624733596	0	147151343	0
90	5801123050	29257142	5625443232	0	146422676	0
91	5801143102	41256842	5553570535	0	206315725	0
92	5801150077	19578180	5682098165	0	99473732	0
93	5801156960	19678397	5681649054	0	99829509	0
94	5801165530	19131275	5682656707	0	99377548	0
95	5801173014	19957684	5680946255	0	100269075	0
96	5801180711	19128602	5682617539	0	99434570	0
97	5801196173	42478873	5563599116	0	195118184	0
98	5801213277	41166373	5565252952	0	194793952	0
