1	8.532	7.655	11.948	1.670	9.842	0.000	0.000	28.034	7.175	30.434
2	9.142	4.320	7.314	5.152	0.650	2.704	0.000	7.389	0.079	13.175
3	9.089	4.446	7.479	5.987	1.004	4.475	0.000	7.471	0.129	14.282
4	9.045	4.919	7.836	7.167	0.825	3.681	0.000	6.978	0.085	14.830
5	9.088	5.090	8.296	6.594	1.223	5.256	0.000	8.288	0.196	15.982
6	9.194	4.313	7.283	5.640	0.862	3.756	0.000	7.378	0.063	13.560
7	9.128	4.997	8.020	7.536	0.669	3.849	0.000	7.382	0.074	15.733
8	9.156	4.923	8.017	6.838	0.798	3.786	0.000	7.648	0.043	15.156
9	9.242	4.414	7.364	6.049	0.700	3.554	0.000	6.159	0.079	13.057
10	9.282	3.885	6.676	4.401	0.717	3.143	0.000	5.695	0.078	11.231
11	9.163	4.591	7.460	6.331	0.527	1.909	0.000	6.290	0.033	13.564
12	9.298	4.550	7.310	5.869	0.564	1.976	0.000	6.239	0.036	13.201
13	9.131	4.498	7.339	6.725	0.546	1.913	0.000	6.633	0.024	14.116
14	9.044	5.049	7.958	7.127	0.623	1.313	0.000	7.259	0.027	15.088
15	9.119	4.849	7.646	6.562	0.483	1.967	0.000	6.785	0.033	14.102
16	9.186	4.469	7.399	5.870	0.814	3.751	0.000	7.114	0.062	13.900
17	8.997	5.536	8.378	8.760	0.795	3.791	0.000	7.526	0.068	16.872
18	9.133	4.985	7.976	7.217	0.823	3.269	0.000	7.035	0.058	15.519
19	9.121	4.848	7.704	6.877	0.563	2.277	0.000	6.966	0.034	14.735
20	9.035	4.912	7.791	7.853	0.627	2.859	0.000	7.294	0.047	15.903
21	8.997	5.236	8.280	8.195	0.788	2.042	0.000	7.285	0.045	16.320
22	9.082	5.047	7.932	7.810	0.601	3.264	0.000	6.925	0.045	15.483
23	9.165	4.800	7.401	5.446	0.644	2.978	0.000	6.552	0.059	13.216
24	9.062	5.178	8.258	8.817	0.764	3.253	0.000	7.474	0.055	17.004
25	9.087	4.966	7.850	7.346	0.718	3.082	0.000	7.045	0.046	15.012
26	9.144	4.940	7.790	6.174	0.759	3.252	0.000	7.535	0.054	14.701
27	9.126	5.044	7.941	7.955	0.541	2.783	0.000	7.419	0.060	16.084
28	9.033	5.108	8.112	7.972	0.702	2.540	0.000	7.041	0.042	15.691
29	9.091	5.261	8.060	8.239	0.613	2.437	0.000	7.329	0.048	16.527
30	9.147	4.503	7.441	6.291	0.672	2.618	0.000	7.036	0.032	14.131
31	9.069	5.228	8.256	8.518	0.619	2.840	0.000	7.147	0.040	16.272
32	9.060	5.485	8.119	8.418	0.526	2.579	0.000	7.970	0.045	17.040
33	9.136	4.882	7.689	6.464	0.644	2.428	0.000	6.957	0.046	14.351
34	9.116	5.162	8.303	8.300	0.575	2.583	0.000	7.813	0.040	16.705
35	9.004	5.485	8.437	9.223	0.560	2.669	0.000	7.237	0.038	17.047
36	9.089	5.560	8.341	8.572	0.613	2.432	0.000	7.407	0.036	16.746
37	9.186	4.681	7.579	6.702	0.582	2.269	0.000	6.455	0.042	14.379
38	9.080	4.870	8.002	7.413	0.711	3.747	0.000	7.540	0.060	15.766
