1	0.000	0	inf	0.000	0	inf
2	1.114	1384	4934.32	0.000	0	inf
3	1.253	1404	4395.58	0.000	0	inf
4	2.250	1432	2448.31	0.000	0	inf
5	1.541	1447	3589.03	0.000	0	inf
6	1.025	1488	5397.82	0.000	0	inf
7	1.994	1505	2773.31	0.000	0	inf
8	1.939	1519	2852.66	0.000	0	inf
9	1.353	1533	4089.21	0.000	0	inf
10	0.677	1546	8164.89	0.000	0	inf
11	1.552	1559	3564.03	0.000	0	inf
12	1.183	1565	4676.65	0.000	0	inf
13	1.358	1571	4072.22	0.000	0	inf
14	1.919	1577	2882.87	0.000	0	inf
15	1.386	1583	3990.56	0.000	0	inf
16	1.048	1590	5277.22	0.000	0	inf
17	2.284	1601	2421.99	0.000	0	inf
18	1.890	1614	2925.92	0.000	0	inf
19	1.767	1626	3131.17	0.000	0	inf
20	2.043	1635	2707.87	0.000	0	inf
21	2.147	1644	2576.74	0.000	0	inf
22	1.893	1653	2921.61	0.000	0	inf
23	0.962	1662	5750.54	0.000	0	inf
24	2.428	1670	2278.32	0.000	0	inf
25	1.804	1681	3066.02	0.000	0	inf
26	1.029	1690	5374.75	0.000	0	inf
27	1.990	1701	2779.57	0.000	0	inf
28	2.392	1710	2312.71	0.000	0	inf
29	2.127	1719	2600.28	0.000	0	inf
30	1.095	1727	5053.80	0.000	0	inf
31	2.368	1736	2335.71	0.000	0	inf
32	2.138	1744	2587.25	0.000	0	inf
33	1.036	1751	5340.75	0.000	0	inf
34	2.257	1758	2451.16	0.000	0	inf
35	2.306	1767	2398.52	0.000	0	inf
36	2.133	1775	2592.96	0.000	0	inf
37	1.346	1783	4111.11	0.000	0	inf
38	1.642	1791	3369.05	0.000	0	inf
39	2.275	1803	2431.17	0.000	0	inf
40	1.801	1815	3071.28	0.000	0	inf
41	1.982	1827	2790.34	0.000	0	inf
42	2.233	1834	2477.25	0.000	0	inf
43	1.704	1841	3246.48	0.000	0	inf
44	1.622	1848	3409.59	0.000	0	inf
45	2.620	1855	2111.32	0.000	0	inf
46	3.111	1868	1777.86	0.000	0	inf
47	1.272	1882	4349.18	0.000	0	inf
48	1.830	1895	3022.45	0.000	0	inf
49	2.334	1905	2369.78	0.000	0	inf
50	2.793	1917	1980.82	0.000	0	inf
51	2.946	1928	1877.56	0.000	0	inf
52	1.230	1946	4497.64	0.000	0	inf
53	2.530	1952	2186.23	0.000	0	inf
54	2.137	1959	2588.66	0.000	0	inf
55	3.358	1965	1647.53	0.000	0	inf
56	1.332	1973	4152.10	0.000	0	inf
57	2.468	1980	2241.38	0.000	0	inf
58	3.507	1988	1577.54	0.000	0	inf
59	2.751	1995	2010.71	0.000	0	inf
60	2.751	2001	2010.65	0.000	0	inf
61	1.829	2009	3024.81	0.000	0	inf
62	2.813	2017	1966.31	0.000	0	inf
63	2.970	2025	1862.56	0.000	0	inf
64	2.273	2033	2433.52	0.000	0	inf
65	2.320	2041	2384.20	0.000	0	inf
66	1.445	2045	3827.96	0.000	0	inf
67	2.461	2048	2248.05	0.000	0	inf
68	3.835	2052	1442.43	0.000	0	inf
69	1.598	2056	3462.30	0.000	0	inf
70	2.378	2064	2326.67	0.000	0	inf
71	2.516	2074	2198.80	0.000	0	inf
72	2.598	2079	2129.33	0.000	0	inf
73	2.735	2088	2022.65	0.000	0	inf
74	1.495	2093	3701.46	0.000	0	inf
75	3.067	2106	1803.84	0.000	0	inf
76	2.692	2111	2055.27	0.000	0	inf
77	3.018	2123	1832.97	0.000	0	inf
78	2.016	2134	2744.10	0.000	0	inf
79	2.655	2139	2084.09	0.000	0	inf
80	2.565	2147	2156.44	0.000	0	inf
81	2.502	2149	2211.16	0.000	0	inf
82	3.533	2153	1565.82	0.000	0	inf
83	0.900	2162	6145.35	0.000	0	inf
84	0.863	2167	6413.94	0.000	0	inf
85	0.812	2172	6811.20	0.000	0	inf
86	0.884	2182	6260.47	0.000	0	inf
87	0.849	2188	6514.05	0.000	0	inf
88	0.868	2198	6376.90	0.000	0	inf
89	0.802	2205	6900.39	0.000	0	inf
90	0.851	2211	6497.29	0.000	0	inf
91	0.748	2221	7392.77	0.000	0	inf
92	0.976	2233	5670.99	0.000	0	inf
