1	652.53	479.93	1487.12	504.44	0.00	-nan	inf	107285.31	905.21	195.34	792.99	165.36
2	1235.39	809.49	37621.63	1030.93	0.00	-nan	inf	1324854.39	21752.15	130.07	4532.39	125.77
3	1309.59	801.99	19804.99	445.12	0.00	-nan	inf	260971.13	622387.15	150.00	513332.51	140.90
4	1142.01	714.36	1176.11	486.36	0.00	-nan	inf	12004.94	953.22	436.02	19187.57	268.81
5	1275.64	789.78	21058.05	703.10	0.00	-nan	inf	310951.73	391657.42	150.28	91473.71	141.35
6	1075.98	695.80	1205.69	544.83	0.00	-nan	inf	7546.52	847.29	450.80	20174.25	262.99
7	1071.31	697.16	1040.23	501.89	0.00	-nan	inf	9100.89	852.54	414.89	17428.11	257.26
8	1101.35	697.45	1040.17	494.20	0.00	-nan	inf	8673.38	927.89	428.18	21256.54	257.67
9	1076.50	699.19	1055.45	499.77	0.00	-nan	inf	7440.46	958.70	437.61	23094.23	257.94
10	1043.55	644.95	922.85	459.45	0.00	-nan	inf	6862.56	683.75	388.06	10325.72	237.81
11	1110.41	679.53	1134.77	545.92	0.00	-nan	inf	8425.14	990.53	419.55	23729.14	255.46
12	1067.60	683.04	918.62	483.27	0.00	-nan	inf	5924.20	882.83	418.37	31715.65	246.24
13	1043.15	666.29	927.33	512.39	0.00	-nan	inf	6154.14	825.59	410.63	18002.60	245.86
14	1043.04	667.77	884.76	504.26	0.00	-nan	inf	5593.05	830.73	377.46	21288.82	227.72
15	1046.05	661.89	1043.59	503.93	0.00	-nan	inf	6683.19	844.73	396.97	15868.74	248.20
16	1086.25	675.64	911.58	496.39	0.00	-nan	inf	5377.38	850.40	420.87	22455.93	248.76
17	1008.74	674.10	871.60	471.93	0.00	-nan	inf	5002.55	883.32	416.61	29099.82	241.33
18	1043.87	652.62	816.37	467.19	0.00	-nan	inf	4556.07	892.05	420.30	31854.72	239.16
19	1024.00	646.29	861.10	476.55	0.00	-nan	inf	5112.10	820.72	401.12	19628.30	234.01
20	1069.37	665.65	892.51	486.36	0.00	-nan	inf	4803.53	826.55	426.71	21099.59	243.84
