1	4.464	4.291	5.834	1.883	5.128	0.377	0.000	14.335	3.531	16.933
2	1.459	2.267	3.460	0.074	0.717	0.663	0.000	21.532	0.618	22.269
3	1.422	2.139	3.492	0.141	0.009	0.001	0.000	18.672	0.005	19.877
4	4.455	2.452	3.921	2.381	2.667	4.630	0.000	6.423	0.146	10.419
5	1.489	2.196	3.546	0.133	0.031	0.012	0.000	18.637	0.031	19.814
6	4.481	2.611	4.038	2.330	2.393	4.770	0.000	6.233	0.139	10.683
7	4.466	2.623	4.031	2.702	2.551	4.752	0.000	6.774	0.161	10.924
8	4.481	2.552	4.031	2.703	2.575	4.755	0.000	6.565	0.132	10.910
9	4.485	2.612	4.021	2.664	2.547	4.764	0.000	6.425	0.122	10.900
10	4.506	2.694	4.359	3.046	2.887	5.415	0.000	7.244	0.272	11.821
11	4.508	2.532	4.137	2.477	2.310	4.857	0.000	6.701	0.118	11.005
12	4.465	2.634	4.117	3.062	2.652	4.859	0.000	6.722	0.089	11.421
13	4.496	2.696	4.222	3.033	2.499	4.931	0.000	6.850	0.156	11.441
14	4.488	2.697	4.213	3.180	2.616	5.399	0.000	7.453	0.132	12.354
15	4.478	2.691	4.253	2.697	2.549	4.886	0.000	7.091	0.177	11.342
16	4.468	2.594	4.170	3.091	2.577	5.004	0.000	6.695	0.125	11.327
17	4.496	2.793	4.180	3.233	2.675	4.956	0.000	6.764	0.097	11.676
18	4.483	2.699	4.318	3.452	2.697	5.018	0.000	6.705	0.088	11.783
19	4.501	2.751	4.358	3.271	2.775	5.246	0.000	7.022	0.143	12.036
20	4.492	2.635	4.233	3.157	2.675	5.095	0.000	6.603	0.134	11.556
21	4.492	2.635	4.206	3.415	2.643	5.313	0.000	6.639	0.137	11.906
22	4.499	2.676	4.206	3.427	2.730	5.253	0.000	6.968	0.109	12.073
23	4.492	2.544	4.078	3.039	2.471	5.084	0.000	6.215	0.121	11.238
24	4.467	2.579	4.148	3.132	2.671	5.241	0.000	6.488	0.091	11.618
25	4.471	2.726	4.294	3.674	2.771	5.201	0.000	6.596	0.092	11.903
26	4.453	2.923	4.543	3.615	2.828	5.415	0.000	7.250	0.211	12.523
27	4.477	2.852	4.357	3.803	2.937	5.755	0.000	7.090	0.096	12.742
28	4.478	2.804	4.406	3.853	2.625	5.429	0.000	6.877	0.105	12.308
29	4.469	2.878	4.375	3.550	2.772	5.623	0.000	7.220	0.112	12.588
30	4.470	2.699	4.248	3.660	2.664	5.319	0.000	6.897	0.113	12.127
31	4.475	2.812	4.368	3.610	2.689	5.554	0.000	6.952	0.106	12.409
32	4.483	2.712	4.254	3.703	2.831	5.224	0.000	6.743	0.116	12.050
33	4.488	2.868	4.474	3.682	2.631	5.673	0.000	6.925	0.106	12.391
34	4.487	2.705	4.279	3.532	2.656	5.328	0.000	6.794	0.117	11.966
35	4.489	3.061	4.614	4.306	3.091	6.111	0.000	7.504	0.137	13.501
36	4.487	2.908	4.559	4.089	2.984	5.803	0.000	7.283	0.127	12.980
37	4.482	3.094	4.740	4.652	2.936	5.919	0.000	7.652	0.183	13.786
38	4.475	2.896	4.559	4.317	2.964	5.873	0.000	7.277	0.117	13.179
39	4.491	2.889	4.531	4.080	2.841	5.636	0.000	6.851	0.116	12.751
40	4.501	2.871	4.430	4.137	2.813	5.795	0.000	7.136	0.117	12.888
41	4.507	2.913	4.615	4.322	2.968	6.000	0.000	7.486	0.165	13.392
42	4.541	3.032	4.482	4.347	2.887	5.707	0.000	6.940	0.114	13.056
43	4.517	2.999	4.684	4.467	2.880	5.770	0.000	6.959	0.088	13.250
44	4.498	3.026	4.646	4.616	2.869	5.885	0.000	6.815	0.105	13.259
45	4.508	3.150	4.673	4.571	2.755	6.008	0.000	7.344	0.128	13.476
46	4.513	3.076	4.693	4.677	2.738	6.004	0.000	7.182	0.091	13.677
47	4.504	2.940	4.696	4.549	2.676	6.019	0.000	7.416	0.109	13.707
48	4.518	2.971	4.536	4.564	2.718	5.780	0.000	7.034	0.097	13.242
49	4.498	3.007	4.627	4.545	2.442	6.042	0.000	7.041	0.111	13.424
50	4.534	3.200	4.758	4.853	2.884	6.082	0.000	7.064	0.100	13.564
51	4.531	2.857	4.265	4.256	2.911	5.802	0.000	7.062	0.101	13.052
52	4.504	3.028	4.699	4.977	2.884	6.049	0.000	6.872	0.101	13.615
53	4.516	3.180	4.762	5.106	2.858	6.233	0.000	7.443	0.122	14.151
54	4.524	3.143	4.768	5.045	2.892	6.058	0.000	7.126	0.097	13.656
55	4.514	3.233	4.907	5.242	2.862	6.423	0.000	7.511	0.123	14.330
56	4.566	3.238	4.937	5.356	3.013	6.337	0.000	7.660	0.166	14.680
57	4.592	3.170	4.859	5.194	2.984	6.224	0.000	7.488	0.087	14.245
58	4.590	3.179	4.884	5.366	2.907	6.154	0.000	7.126	0.092	14.241
59	4.595	3.167	4.945	5.578	2.749	6.281	0.000	6.901	0.097	14.274
60	4.616	3.269	4.962	5.577	3.015	6.460	0.000	7.584	0.115	14.708
61	4.667	3.202	4.640	5.122	3.090	6.261	0.000	7.625	0.104	14.408
