1	0	0	0	0
2	0	0	0	332
3	0	0	0	398
4	0	0	0	418
5	0	0	0	448
6	0	0	0	483
7	0	0	0	520
8	0	0	0	548
9	0	0	0	578
10	0	0	0	637
11	0	0	0	632
12	0	0	0	664
13	0	0	0	701
14	0	0	0	722
15	0	0	0	756
16	0	0	0	788
17	0	0	0	815
18	0	0	0	856
19	0	0	0	901
20	0	0	0	994
21	0	0	0	1001
22	0	0	0	977
23	0	0	0	1020
24	0	0	0	1042
25	0	0	0	1087
26	0	0	0	1174
27	0	0	0	1107
28	0	0	0	1155
29	0	0	0	1211
30	0	0	0	1229
31	0	0	0	1270
32	0	0	0	1260
33	0	0	0	1312
34	0	0	0	1322
35	0	0	0	1328
36	0	0	0	1458
37	0	0	0	1386
38	0	0	0	1473
39	0	0	0	1497
40	0	0	0	1504
41	0	0	0	1533
42	0	0	0	1536
43	0	0	0	1610
44	0	0	0	1680
45	0	0	0	1700
46	0	0	0	1762
47	0	0	0	1814
48	0	0	0	1938
49	0	0	0	1942
50	0	0	0	1918
51	0	0	0	2017
52	0	0	0	2052
53	0	0	0	2133
54	0	0	0	2211
55	0	0	0	2230
56	0	0	0	2481
57	0	0	0	2391
58	0	0	0	2448
59	0	0	0	2384
60	0	0	0	2471
61	0	0	0	2576
62	0	0	0	2540
63	0	0	0	2688
64	0	0	0	2697
65	0	0	0	2819
66	0	0	0	2956
67	0	0	0	2964
68	0	0	0	2918
69	0	0	0	3116
70	0	0	0	3165
71	0	0	0	3274
72	0	0	0	3341
73	0	0	0	3407
74	0	0	0	3417
75	0	0	0	3528
76	0	0	0	3544
77	0	0	0	3570
78	0	0	0	3660
79	0	0	0	3766
80	0	0	0	3968
81	0	0	0	3928
82	0	0	0	3998
83	0	0	0	3894
84	0	0	0	3690
85	0	0	0	3777
86	0	0	0	0
87	0	0	0	1
88	0	0	0	1
89	0	0	0	1
90	0	0	0	1
91	0	0	0	1
92	0	0	0	1
93	0	0	0	1
94	0	0	0	3834
95	0	0	0	3953
96	0	0	0	4066
97	0	0	0	4152
98	0	0	0	4260
99	0	0	0	4382
100	0	0	0	4450
101	0	0	0	4600
102	0	0	0	4691
103	0	0	0	4733
104	0	0	0	4859
105	0	0	0	4989
106	0	0	0	5044
107	0	0	0	5138
108	0	0	0	5401
109	0	0	0	5400
110	0	0	0	5397
111	0	0	0	5586
112	0	0	0	5607
113	0	0	0	5779
114	0	0	0	5736
115	0	0	0	5855
116	0	0	0	6028
117	0	0	0	6161
118	0	0	0	6228
119	0	0	0	6432
120	0	0	0	6376
121	0	0	0	6506
122	0	0	0	6475
123	0	0	0	6574
124	0	0	0	6725
125	0	0	0	6811
126	0	0	0	6873
127	0	0	0	7072
128	0	0	0	7233
129	0	0	0	7249
130	0	0	0	7480
131	0	0	0	7373
132	0	0	0	7520
133	0	0	0	7670
134	0	0	0	7784
135	0	0	0	7829
136	0	0	0	7947
137	0	0	0	8028
138	0	0	0	8127
139	0	0	0	8342
140	0	0	0	8426
141	0	0	0	8497
142	0	0	0	8537
143	0	0	0	8668
144	0	0	0	8775
145	0	0	0	8716
146	0	0	0	8934
147	0	0	0	8885
148	0	0	0	9026
149	0	0	0	9192
150	0	0	0	9256
151	0	0	0	9382
152	0	0	0	9415
153	0	0	0	9778
154	0	0	0	9530
155	0	0	0	9766
156	0	0	0	9971
157	0	0	0	9718
158	0	0	0	10178
159	0	0	0	9990
160	0	0	0	10044
161	0	0	0	10398
162	0	0	0	10508
163	0	0	0	10548
164	0	0	0	10760
165	0	0	0	10694
166	0	0	0	10854
167	0	0	0	10841
168	0	0	0	11030
169	0	0	0	11158
170	0	0	0	10979
171	0	0	0	11488
172	0	0	0	11346
173	0	0	0	11588
174	0	0	0	11713
175	0	0	0	11706
176	0	0	0	11954
177	0	0	0	11798
178	0	0	0	12058
179	0	0	0	12251
180	0	0	0	12233
