1	4.430	3.430	5.390	3.160	4.143	15.459	0.000	10.641	0.600	19.715
2	4.578	2.313	3.829	2.734	1.237	4.922	0.000	4.924	0.075	8.676
3	4.621	2.364	3.800	2.704	1.135	4.744	0.000	4.419	0.066	8.184
4	4.640	2.448	3.899	2.675	1.308	5.150	0.000	4.843	0.052	8.840
5	4.666	2.421	3.953	2.922	1.401	5.000	0.000	4.924	0.061	8.863
6	4.692	2.506	3.860	2.765	1.258	4.886	0.000	4.716	0.046	8.610
7	4.660	2.423	3.907	2.953	1.231	5.094	0.000	4.634	0.074	8.951
8	4.564	2.472	4.006	3.144	1.196	5.004	0.000	4.984	0.071	9.064
9	4.524	2.530	3.949	3.250	1.353	5.017	0.000	4.981	0.057	9.324
10	4.482	2.399	3.908	3.147	1.231	4.960	0.000	4.570	0.054	8.776
11	4.488	2.532	3.923	3.332	1.157	5.161	0.000	4.523	0.052	9.040
12	4.489	2.481	3.884	3.330	1.075	4.945	0.000	4.447	0.058	9.021
13	4.462	2.429	3.835	3.042	1.241	4.789	0.000	4.225	0.052	8.560
14	4.459	2.505	3.983	3.411	1.113	5.007	0.000	4.615	0.053	9.087
15	4.464	2.206	3.667	2.704	1.311	4.655	0.000	4.363	0.056	8.326
16	4.498	2.261	3.644	2.934	1.164	4.737	0.000	4.248	0.056	8.364
17	4.469	2.494	3.970	3.453	1.239	4.908	0.000	4.337	0.059	8.966
18	4.482	2.515	4.036	3.518	1.181	5.109	0.000	4.741	0.063	9.267
19	4.438	2.440	3.865	3.224	1.216	4.841	0.000	4.579	0.059	8.861
20	4.374	2.657	4.005	3.571	1.141	4.937	0.000	4.493	0.057	9.214
21	4.446	2.524	4.121	3.576	1.483	5.695	0.000	5.119	0.080	9.977
22	4.429	2.773	4.330	4.433	1.186	5.841	0.000	5.067	0.069	10.645
23	4.446	2.819	4.331	4.173	1.185	5.596	0.000	4.880	0.066	10.106
24	4.433	2.927	4.438	4.578	1.259	5.662	0.000	4.633	0.070	10.418
25	4.433	2.792	4.325	4.497	1.455	5.748	0.000	5.102	0.069	10.614
26	4.420	2.835	4.194	4.667	1.230	5.488	0.000	4.853	0.065	10.584
