1	5753709896	5753709896	0	0	0	0
2	5765257580	80725521	5502270229	0	182261830	0
3	5776724843	113812044	5378545001	0	284367798	0
4	5776724843	62002389	5503321863	0	211400591	0
5	5799739691	167593166	5310259800	0	321886725	0
6	5799739691	67997214	5519588491	0	212153986	0
7	5799739691	60959524	5525527724	0	213252443	0
8	5799739691	53924141	5531296555	0	214518995	0
9	5799739691	51407657	5532329206	0	216002828	0
10	5799739691	51274981	5533548555	0	214916155	0
11	5799770906	22768179	5600240077	0	176762650	0
12	5799796909	23475263	5601841834	0	174479812	0
13	5799829293	23067679	5602117568	0	174644046	0
14	5799858617	23194073	5602000805	0	174663739	0
15	5799887248	23747645	5601256005	0	174883598	0
16	5799891145	49873551	5533463938	0	216553656	0
17	5799894061	46664437	5537805291	0	215424333	0
18	5799896763	45776982	5538393384	0	215726397	0
19	5799917705	34689210	5571395014	0	193833481	0
20	5799940046	34494284	5571674912	0	193770850	0
21	5799958793	33034083	5574100729	0	192823981	0
22	5799974747	32526758	5573283677	0	194164312	0
23	5799988321	38427669	5558062103	0	203498549	0
24	5800001843	37853323	5558403506	0	203745014	0
25	5800012206	38169498	5557185709	0	204656999	0
26	5800026001	37092917	5560423633	0	202509451	0
27	5800040864	39398074	5558476479	0	202166311	0
28	5800064258	31279860	5580679667	0	188104731	0
29	5800086932	32224634	5580581454	0	187280844	0
30	5800108250	31576044	5579835726	0	188696480	0
31	5800127931	31808408	5578370115	0	189949408	0
32	5800148109	31153126	5581426520	0	187568463	0
33	5800174615	30253163	5585743983	0	184177469	0
34	5800199865	30284598	5587074413	0	182840854	0
35	5800225494	30032120	5586919900	0	183273474	0
36	5800247695	31387442	5587728156	0	181132097	0
37	5800268273	30288693	5587574258	0	182405322	0
38	5800272594	47889390	5535322384	0	217060820	0
39	5800274515	47315335	5538887336	0	214071844	0
40	5800277429	46001854	5540827031	0	213448544	0
41	5800308316	26842761	5602659379	0	170806176	0
42	5800336299	27245490	5603268464	0	169822345	0
43	5800362163	27164992	5603973787	0	169223384	0
44	5800386912	26244641	5604937034	0	169205237	0
45	5800443511	53255596	5429166741	0	318021174	0
46	5800443511	52828172	5527893745	0	219721594	0
47	5800443511	49651172	5534652143	0	216140196	0
48	5800443511	48546425	5535578028	0	216319058	0
49	5800443511	48643099	5534819522	0	216980890	0
50	5800443511	47523167	5537369943	0	215550401	0
51	5800471500	68575750	5358240913	0	373654837	0
52	5800500014	27146427	5605876119	0	167477468	0
53	5800524576	27681404	5604047141	0	168796031	0
54	5800550986	27452055	5603284368	0	169814563	0
55	5800577146	28246416	5605326201	0	167004529	0
56	5800603374	28794306	5605198988	0	166610080	0
57	5800630551	28087305	5606372341	0	166170905	0
58	5800655123	27823920	5605531015	0	167300188	0
59	5800681248	27831300	5603191886	0	169658062	0
60	5800708032	28177040	5606560704	0	165970288	0
61	5800730536	28848348	5605483546	0	166398642	0
62	5800756932	29828334	5603983110	0	166945488	0
63	5800781506	28729475	5606413360	0	165638671	0
64	5800808001	28772389	5605674314	0	166361298	0
65	5800820622	15350644	5698976022	0	86493956	0
66	5800832916	14917538	5699982660	0	85932718	0
67	5800844732	14954676	5699381004	0	86509052	0
68	5800857620	14802089	5698340246	0	87715285	0
69	5800875284	21164848	5652938917	0	126771519	0
70	5800889844	33669292	5616676411	0	150544141	0
71	5800901686	32395102	5620259612	0	148246972	0
72	5800911978	30677630	5622095295	0	148139053	0
73	5800922708	31475195	5622650632	0	146796881	0
74	5800936332	36428729	5600294378	0	164213225	0
75	5800956029	39653551	5583601685	0	177700793	0
76	5800969523	37383803	5588158129	0	175427591	0
77	5800984631	39393724	5580048888	0	181542019	0
78	5800994359	22449262	5680253652	0	98291445	0
79	5801004032	21748384	5680237698	0	99017950	0
80	5801012033	21708777	5680781210	0	98522046	0
81	5801020223	21431346	5682110816	0	97478061	0
82	5801030163	21290338	5681236705	0	98503120	0
83	5801037105	20433502	5682093854	0	98509749	0
84	5801045825	23994058	5667378271	0	109673496	0
85	5801064015	33408843	5614690142	0	152965030	0
86	5801075049	31019878	5623726520	0	146328651	0
87	5801085646	30229887	5624706648	0	146149111	0
88	5801099885	29699212	5623881879	0	147518794	0
89	5801111097	29827034	5624733596	0	146550467	0
90	5801123050	29697694	5625443232	0	145982124	0
91	5801143102	42113502	5553570535	0	205459065	0
92	5801150077	20127930	5682098165	0	98923982	0
93	5801156960	20074991	5681649054	0	99432915	0
94	5801165530	19448493	5682656707	0	99060330	0
95	5801173014	20338931	5680946255	0	99887828	0
96	5801180711	19590227	5682617539	0	98972945	0
97	5801196173	43471179	5563599116	0	194125878	0
98	5801213277	41851016	5565252952	0	194109309	0
