1	658.16	430.60	2988.48	482.06	-nan	-nan	inf	inf	44617.63	169.21	753.34	154.04
2	1228.52	765.24	1388.43	346.31	0.00	-nan	inf	12426.41	1273.75	851.56	59637.70	487.76
3	1217.77	743.08	1162.84	349.41	0.00	-nan	inf	5874.65	822.71	754.00	42491.22	429.90
4	1201.48	756.30	1121.97	324.67	0.00	-nan	inf	5108.51	856.44	819.05	65016.57	434.86
5	1134.66	704.36	1061.56	368.17	0.00	-nan	inf	5455.20	743.67	711.94	26446.07	395.37
6	1205.38	744.54	1127.67	343.77	0.00	-nan	inf	5174.00	846.86	807.13	61101.19	437.52
7	1164.25	735.10	1085.32	328.13	0.00	-nan	inf	5304.18	833.19	774.34	66070.94	421.96
8	1245.94	768.36	1120.24	339.81	0.00	-nan	inf	5003.26	846.03	835.82	76938.93	442.69
9	1222.11	757.06	1116.20	321.18	0.00	-nan	inf	5334.16	862.63	818.28	78140.01	438.52
10	1229.57	747.83	1076.19	326.55	0.00	-nan	inf	5367.36	817.55	777.29	79271.12	421.62
11	1223.64	773.09	1094.35	322.71	0.00	-nan	inf	5062.14	869.97	921.58	181299.74	454.47
12	1199.71	775.94	1036.62	344.34	0.00	-nan	inf	5058.03	869.74	842.62	195930.48	429.05
13	1183.06	756.78	1044.31	318.61	0.00	-nan	inf	5254.43	865.91	826.16	163155.90	427.75
14	1192.50	766.92	1096.35	341.50	0.00	-nan	inf	5638.73	867.45	837.13	165450.52	433.81
15	1184.59	751.19	1026.27	328.81	0.00	-nan	inf	5042.37	844.95	843.77	142402.64	427.18
16	1166.16	730.22	1050.32	324.63	0.00	-nan	inf	5338.71	836.48	771.97	83163.54	412.62
17	1215.63	749.75	1103.41	327.95	0.00	-nan	inf	5592.71	854.75	788.70	86157.26	426.62
18	1169.75	729.48	972.29	335.38	0.00	-nan	inf	4832.00	792.22	773.68	73499.60	400.12
19	1157.99	738.04	978.13	344.73	0.00	-nan	inf	4813.81	795.70	798.57	117748.43	410.34
