1	0.000	0.000	0.123	1.836
2	0.000	0.442	4.317	3.960
3	0.000	0.938	6.696	4.738
4	0.000	1.078	6.433	4.910
5	0.000	1.014	7.438	5.210
6	0.000	1.069	6.531	4.905
7	0.000	1.043	6.638	5.096
8	0.000	1.105	6.538	4.937
9	0.000	1.037	6.412	4.955
10	0.000	1.030	6.765	5.139
11	0.000	1.093	6.358	5.054
12	0.000	1.094	6.359	5.336
13	0.000	1.053	6.388	5.296
14	0.000	0.981	6.376	5.045
15	0.000	1.097	6.546	5.390
16	0.000	1.036	6.612	5.266
17	0.000	0.989	6.471	5.013
18	0.000	1.145	6.982	5.689
19	0.000	1.149	6.951	5.655
20	0.000	1.176	6.914	5.657
21	0.000	1.194	6.934	5.749
22	0.000	1.107	7.027	5.653
23	0.000	1.172	7.167	5.819
24	0.000	1.159	7.017	5.939
25	0.000	1.073	6.762	5.288
26	0.000	1.188	6.951	5.739
27	0.000	1.154	7.187	5.886
28	0.000	1.181	6.889	5.814
29	0.000	1.030	6.627	5.548
30	0.000	1.281	7.305	6.236
31	0.000	1.306	7.212	6.111
32	0.000	1.162	7.383	6.009
33	0.000	1.230	6.985	6.122
34	0.000	1.199	6.982	6.068
35	0.000	1.300	7.240	6.115
36	0.000	1.224	7.247	6.154
37	0.000	1.202	7.205	6.183
38	0.000	1.295	7.679	6.498
39	0.000	1.363	7.561	6.490
40	0.000	1.340	7.471	6.618
41	0.000	1.306	7.260	6.332
42	0.000	1.303	7.187	6.335
43	0.000	1.471	7.490	6.678
44	0.000	1.278	7.334	6.589
45	0.000	1.402	8.019	6.837
46	0.000	1.411	7.935	7.044
47	0.000	1.381	7.855	6.735
48	0.000	1.295	7.707	7.057
49	0.000	1.281	7.737	6.819
50	0.000	1.445	8.109	7.149
51	0.000	1.493	8.413	7.480
52	0.000	1.530	7.511	7.317
53	0.000	1.407	7.517	6.817
54	0.000	1.507	7.820	7.423
55	0.000	1.496	7.795	7.347
56	0.000	1.367	7.461	7.047
57	0.000	1.477	7.738	6.997
58	0.000	1.165	7.344	6.690
59	0.000	1.673	7.784	8.100
60	0.000	1.328	7.707	7.452
61	0.000	1.397	7.341	7.283
62	0.000	1.606	7.824	7.320
63	0.000	1.466	7.829	7.461
64	0.000	1.549	7.532	7.256
65	0.000	1.898	7.977	8.305
66	0.000	1.665	7.665	7.470
67	0.000	2.087	8.033	8.743
68	0.000	1.976	7.812	8.661
69	0.000	1.963	8.422	9.060
70	0.000	2.154	8.711	9.419
71	0.000	2.436	8.731	10.191
72	0.000	2.418	8.671	9.824
73	0.000	2.978	9.201	11.698
74	0.000	3.122	9.207	11.953
75	0.000	3.595	9.289	13.209
76	0.000	4.016	9.529	14.398
77	0.000	4.841	10.215	16.734
78	0.000	5.357	9.850	17.779
79	0.000	5.703	9.690	18.799
80	0.000	6.751	10.344	21.478
81	0.000	7.494	10.408	23.832
82	0.000	7.601	9.843	24.316
83	0.000	8.386	9.875	26.590
84	0.000	8.807	9.476	28.010
85	0.000	9.702	9.693	30.392
86	0.000	10.545	10.228	33.204
87	0.000	11.276	9.828	35.289
88	0.000	11.659	9.725	37.059
89	0.000	12.514	9.407	39.809
90	0.000	13.575	9.777	42.520
91	0.000	14.428	10.040	45.505
92	0.000	15.420	10.012	48.027
93	0.000	15.858	10.008	49.658
94	0.000	16.837	10.051	52.658
95	0.000	17.456	10.280	54.827
96	0.000	18.371	10.450	57.814
97	0.000	19.060	10.634	59.704
98	0.000	19.640	10.450	61.938
99	0.000	20.538	10.722	64.886
