1	0	54114	54215
2	0	26486	54193
3	0	26477	54231
4	0	26403	54226
5	0	26394	54227
6	0	26396	54205
7	0	26350	54209
8	0	26303	54205
9	0	26321	54204
10	0	26361	54239
11	0	33418	54758
12	0	26564	54731
13	0	26520	54718
14	0	26509	54721
15	0	26725	54736
16	0	26619	54749
17	0	26576	54739
18	0	26580	54749
19	0	26582	54742
20	0	26664	54751
21	0	26486	54739
22	0	26691	54751
23	0	26491	54746
24	0	26558	54730
25	0	26563	54750
26	0	26604	54788
27	0	26537	54748
28	0	26595	54764
29	0	26735	54830
30	0	26672	54788
31	0	26582	54761
32	0	26515	54768
33	0	26651	54779
34	0	26533	54767
35	0	26528	54776
36	0	26557	54783
37	0	26615	54793
38	0	26560	54801
39	0	26781	54807
40	0	26527	54815
41	0	26517	54805
42	0	26556	54769
43	0	26498	54787
44	0	26527	54801
45	0	26516	54796
46	0	26480	54801
47	0	26513	54777
48	0	26541	54796
49	0	26548	54805
50	0	26598	54796
51	0	26641	54772
52	0	26647	54814
53	0	26579	54792
54	0	26610	54810
55	0	26565	54811
56	0	26525	54804
57	0	26711	54919
58	0	26842	54888
59	0	26546	54848
60	0	26664	54799
61	0	26807	54815
62	0	26494	54797
63	0	26847	54815
64	0	35780	57831
65	0	27295	57835
66	0	27249	57851
67	0	27167	57825
68	0	27296	57822
69	0	27214	57825
70	0	27518	57999
71	0	27223	57835
72	0	27201	57820
73	0	34087	58720
74	0	27664	58730
75	0	27594	58752
76	0	27639	58725
77	0	27628	58735
78	0	27661	58728
79	0	27741	58779
80	0	34748	59428
81	0	27949	59386
82	0	27945	59398
83	0	28011	59426
84	0	28406	59597
85	0	28024	59455
86	0	27972	59446
87	0	28092	59440
88	0	28038	59465
89	0	28553	59712
90	0	27955	59463
91	0	27940	59437
92	0	28072	59530
93	0	27926	59420
94	0	28017	59502
95	0	27922	59452
96	0	28006	59455
97	0	28041	59556
98	0	27980	59521
99	0	28163	59564
100	0	27979	59466
101	0	28091	59473
102	0	27966	59471
103	0	27993	59498
104	0	28033	59527
105	0	27918	59477
106	0	27881	59452
107	0	27873	59451
108	0	28070	59533
109	0	27884	59446
110	0	27879	59466
111	0	27882	59447
112	0	27943	59487
113	0	27926	59483
114	0	27940	59494
115	0	27924	59513
116	0	27901	59493
117	0	27858	59455
118	0	27905	59476
119	0	27876	59470
120	0	27940	59475
121	0	27945	59480
122	0	27983	59518
123	0	27964	59542
124	0	27900	59481
125	0	27919	59480
126	0	27882	59480
127	0	27895	59477
128	0	27903	59475
129	0	27894	59500
130	0	27856	59463
131	0	27882	59475
132	0	27914	59491
133	0	27906	59481
134	0	27943	59500
135	0	27924	59508
136	0	27924	59484
137	0	27894	59480
138	0	27953	59522
139	0	27879	59487
140	0	27868	59467
141	0	28051	59544
142	0	27880	59490
143	0	27886	59468
144	0	27892	59504
145	0	27878	59489
146	0	27885	59479
147	0	27935	59540
148	0	27933	59510
149	0	27956	59493
150	0	27906	59464
151	0	27939	59516
152	0	27915	59479
153	0	27970	59526
154	0	27927	59517
155	0	27897	59504
156	0	27999	59510
157	0	27908	59479
158	0	27935	59486
159	0	27906	59480
160	0	27918	59498
161	0	27910	59487
162	0	27876	59488
163	0	27829	59469
164	0	27919	59517
165	0	27921	59509
166	0	27857	59489
167	0	27856	59500
168	0	27843	59475
169	0	27894	59503
170	0	27876	59493
171	0	27894	59490
172	0	27975	59525
173	0	27894	59506
174	0	27882	59483
175	0	27941	59547
176	0	28256	59704
177	0	27905	59517
178	0	27904	59518
179	0	27896	59494
180	0	27906	59505
181	0	28062	59564
182	0	28124	59649
183	0	28049	59606
184	0	27854	59505
185	0	28005	59573
186	0	27917	59493
187	0	27949	59520
188	0	27930	59510
189	0	28177	59678
190	0	27867	59512
191	0	27890	59522
192	0	27986	59553
193	0	27940	59538
194	0	27895	59505
195	0	27903	59513
196	0	27923	59512
197	0	27907	59520
198	0	27940	59514
199	0	27894	59531
200	0	27885	59500
201	0	27893	59532
202	0	27912	59516
203	0	27933	59524
204	0	27945	59538
205	0	27969	59573
206	0	27856	59523
207	0	27927	59533
208	0	27994	59529
209	0	28174	59644
210	0	27896	59522
211	0	27864	59535
212	0	27993	59565
213	0	27978	59564
214	0	28134	59594
215	0	27846	59546
216	0	27905	59562
217	0	28003	59616
218	0	27901	59553
219	0	28019	59582
220	0	27933	59556
221	0	27938	59558
222	0	27873	59550
223	0	27934	59583
224	0	27968	59585
225	0	27935	59593
226	0	28031	59620
227	0	27877	59536
228	0	27883	59533
229	0	27861	59542
230	0	28097	59661
231	0	27990	59666
232	0	27918	59544
233	0	27887	59558
234	0	28113	59661
235	0	27876	59514
236	0	27919	59542
237	0	27896	59540
238	0	27881	59533
239	0	27843	59537
240	0	27944	59544
241	0	27897	59549
242	0	27953	59571
243	0	27954	59556
244	0	27964	59541
245	0	27940	59592
246	0	27927	59563
247	0	34737	60288
248	0	28459	60341
249	0	28367	60341
250	0	28750	60558
251	0	28306	60325
252	0	28391	60375
253	0	28289	60334
254	0	28407	60390
255	0	35836	61076
256	0	28720	61085
257	0	28675	61075
258	0	28656	61063
259	0	28628	61079
260	0	28731	61069
261	0	28690	61070
262	0	28679	61078
263	0	36135	62085
264	0	29021	62073
265	0	29118	62067
266	0	29058	62080
267	0	29033	62097
268	0	29112	62115
269	0	28997	62080
270	0	29103	62132
271	0	29043	62111
272	0	28988	62086
273	0	29032	62110
274	0	36569	63019
275	0	29627	63068
276	0	29512	63026
277	0	29450	62999
278	0	29544	63045
279	0	29582	63038
280	0	29575	63028
281	0	29570	63021
282	0	29519	63029
283	0	29595	63075
284	0	29484	63023
285	0	29532	63029
286	0	29457	63005
287	0	29653	63088
288	0	29488	63017
289	0	29464	63021
290	0	29627	63090
291	0	29505	63024
292	0	37147	63815
293	0	29944	63816
294	0	29973	63817
295	0	29845	63808
296	0	29875	63804
297	0	29869	63785
298	0	30078	63922
299	0	29846	63787
300	0	29848	63810
